po_id,order_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_country,category,item,business_unit,unit_price,quantity,line_total,payment_terms,on_contract,quality_rejected
PO-2023-00621,2023-01-05,2023-01-30,2023-01-31,SUP-057,Bharat Digital Systems,India,IT Services,Cloud Hosting (monthly block),Field Services,4064.17,1,4064.17,Net 30,True,False
PO-2023-00859,2023-01-05,2023-01-14,2023-01-16,SUP-095,Busan Machinery,South Korea,Machinery,Injection Mould Tooling,R&D,12996.29,1,12996.29,Net 60,True,False
PO-2023-00737,2023-01-05,2023-01-20,2023-01-20,SUP-068,Mekong Supplies Co,Vietnam,Office Supplies,Copy Paper (per case),Manufacturing,31.72,59,1871.48,Net 45,True,False
PO-2023-00686,2023-01-05,2023-01-10,2023-01-11,SUP-079,Great Wall Workplace,China,Office Supplies,Stationery Kit,Manufacturing,18.81,37,695.97,Net 30,True,False
PO-2023-00685,2023-01-05,2023-02-01,2023-02-01,SUP-072,Krakow Office Products,Poland,Office Supplies,Toner Cartridges,Corporate,79.19,17,1346.23,Net 15,True,False
PO-2023-00131,2023-01-05,2023-01-21,2023-01-21,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Retail Operations,779.09,16,12465.44,Net 45,True,False
PO-2023-00132,2023-01-05,2023-02-08,2023-02-08,SUP-006,Adler Metals,Germany,Raw Materials,Rubber Compound (per ton),Field Services,1820.35,11,20023.85,Net 30,True,False
PO-2023-00676,2023-01-05,2023-01-27,2023-01-27,SUP-077,Bergmann Supplies Co,Germany,Office Supplies,Office Chairs,Retail Operations,139.33,10,1393.3,Net 60,True,False
PO-2023-00671,2023-01-05,2023-02-08,2023-02-08,SUP-057,Bharat Digital Systems,India,IT Services,Cloud Hosting (monthly block),Corporate,4405.71,1,4405.71,Net 45,True,False
PO-2023-00663,2023-01-05,2023-02-01,2023-02-01,SUP-057,Bharat Digital Systems,India,IT Services,Managed IT Support (monthly),Corporate,5597.07,1,5597.07,Net 15,True,False
PO-2023-00229,2023-01-05,2023-01-25,2023-01-25,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Field Services,15.51,321,4978.71,Net 45,True,False
PO-2023-00901,2023-01-05,2023-01-15,2023-01-15,SUP-105,Krakow Consulting,Poland,Professional Services,Legal Advisory (retainer),Corporate,8166.04,1,8166.04,Net 15,True,False
PO-2023-00929,2023-01-05,2023-01-31,2023-01-31,SUP-098,Bergmann Advisory,Germany,Professional Services,Training Programme,Retail Operations,3810.37,1,3810.37,Net 45,False,False
PO-2023-00653,2023-01-05,2023-02-05,2023-02-05,SUP-061,Shenzhou IT Solutions,China,IT Services,"SaaS Licences (per seat, annual)",R&D,385.78,25,9644.5,Net 15,False,False
PO-2023-00899,2023-01-05,2023-01-18,2023-01-18,SUP-097,Azteca Advisory,Mexico,Professional Services,Market Research Study,Field Services,11732.95,1,11732.95,Net 30,True,False
PO-2023-00270,2023-01-05,2023-01-19,2023-01-19,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Manufacturing,51.86,438,22714.68,Net 30,True,False
PO-2023-00636,2023-01-05,2023-01-15,2023-01-15,SUP-057,Bharat Digital Systems,India,IT Services,Cloud Hosting (monthly block),Corporate,4536.39,1,4536.39,Net 30,True,False
PO-2023-00283,2023-01-05,2023-01-15,2023-01-15,SUP-025,Cascade Semitech,USA,Electronics,PCB Assembly A-11,Corporate,51.69,209,10803.21,Net 30,True,False
PO-2023-00294,2023-01-05,2023-02-04,2023-02-04,SUP-036,Golden Dragon Components,China,Electronics,PCB Assembly A-11,Corporate,52.52,504,26470.08,Net 45,True,False
PO-2023-00138,2023-01-05,2023-02-01,2023-02-01,SUP-002,Taegu Alloys,South Korea,Raw Materials,Copper Wire Rod (per ton),Retail Operations,8350.99,3,25052.97,Net 30,True,False
PO-2023-00919,2023-01-05,2023-01-15,2023-01-15,SUP-102,Frontier Consulting,USA,Professional Services,Training Programme,Corporate,3536.21,2,7072.42,Net 60,False,False
PO-2023-00083,2023-01-06,2023-01-20,2023-01-25,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Field Services,723.43,17,12298.31,Net 60,False,False
PO-2023-00385,2023-01-06,2023-01-31,2023-02-01,SUP-038,Bergmann MRO Services,Germany,MRO,Hydraulic Fluid (drum),Manufacturing,224.28,8,1794.24,Net 30,True,False
PO-2023-00396,2023-01-06,2023-02-03,2023-02-03,SUP-043,Great Wall Maintenance Co,China,MRO,Safety Gloves (per 100),R&D,103.22,24,2477.28,Net 30,True,False
PO-2023-00717,2023-01-06,2023-01-28,2023-01-28,SUP-072,Krakow Office Products,Poland,Office Supplies,Stationery Kit,Manufacturing,20.05,50,1002.5,Net 45,True,False
PO-2023-00218,2023-01-06,2023-01-30,2023-01-30,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Field Services,15.02,174,2613.48,Net 45,True,False
PO-2023-00839,2023-01-06,2023-01-27,2023-01-27,SUP-087,Jade Harbor Specialty Chem,China,Chemicals,Catalyst Powder (per 25kg),R&D,911.23,6,5467.38,Net 15,False,False
PO-2023-00297,2023-01-06,2023-02-01,2023-02-01,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Corporate,51.27,676,34658.52,Net 30,False,False
PO-2023-00228,2023-01-06,2023-02-03,2023-02-03,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Manufacturing,662.11,11,7283.21,Net 30,True,False
PO-2023-00070,2023-01-06,2023-01-23,2023-01-23,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Retail Operations,1594.06,11,17534.66,Net 30,True,False
PO-2023-00282,2023-01-06,2023-02-07,2023-02-09,SUP-024,Sterling Components,USA,Electronics,Power Supply Unit 450W,Corporate,57.08,85,4851.8,Net 30,True,False
PO-2023-00254,2023-01-06,2023-01-17,2023-01-17,SUP-016,Great Wall Containers,China,Packaging,Printed Labels (per 1000),Manufacturing,45.21,23,1039.83,Net 30,True,False
PO-2023-00247,2023-01-06,2023-02-08,2023-02-08,SUP-016,Great Wall Containers,China,Packaging,Printed Labels (per 1000),Manufacturing,44.81,60,2688.6,Net 30,True,False
PO-2023-00905,2023-01-06,2023-01-11,2023-01-12,SUP-097,Azteca Advisory,Mexico,Professional Services,Legal Advisory (retainer),Retail Operations,8100.07,1,8100.07,Net 45,True,True
PO-2023-00830,2023-01-06,2023-01-27,2023-01-27,SUP-084,Ganga Specialty Chem,India,Chemicals,Catalyst Powder (per 25kg),Manufacturing,961.06,7,6727.42,Net 45,True,False
PO-2023-00813,2023-01-06,2023-01-28,2023-01-28,SUP-082,Himalaya Chemicals,India,Chemicals,Coating Resin (drum),Corporate,606.63,7,4246.41,Net 45,True,False
PO-2023-00904,2023-01-06,2023-01-15,2023-01-19,SUP-097,Azteca Advisory,Mexico,Professional Services,Training Programme,Retail Operations,3616.88,2,7233.76,Net 30,True,False
PO-2023-00768,2023-01-06,2023-02-08,2023-02-08,SUP-093,Albion Chem Industries,UK,Chemicals,Industrial Solvent (drum),Retail Operations,362.25,16,5796.0,Net 30,True,False
PO-2023-00755,2023-01-06,2023-01-22,2023-01-22,SUP-072,Krakow Office Products,Poland,Office Supplies,Copy Paper (per case),Retail Operations,35.54,19,675.26,Net 30,True,False
PO-2023-00610,2023-01-06,2023-02-09,2023-02-09,SUP-051,Shenzhou Transport,China,Logistics,FTL Freight (per load),Manufacturing,1739.32,3,5217.96,Net 45,True,False
PO-2023-00111,2023-01-06,2023-01-24,2023-01-24,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),Retail Operations,2345.07,9,21105.63,Net 45,True,False
PO-2023-00586,2023-01-06,2023-01-24,2023-01-24,SUP-049,Han River Freight,South Korea,Logistics,FTL Freight (per load),Field Services,1608.5,2,3217.0,Net 45,True,False
PO-2023-00570,2023-01-06,2023-01-21,2023-01-21,SUP-052,Del Norte Logistics,Mexico,Logistics,Last-Mile Delivery Batch,Manufacturing,256.91,14,3596.74,Net 30,True,False
PO-2023-00918,2023-01-06,2023-01-20,2023-01-20,SUP-105,Krakow Consulting,Poland,Professional Services,Audit & Compliance Review,R&D,10353.54,1,10353.54,Net 30,False,False
PO-2023-00103,2023-01-06,2023-02-09,2023-02-09,SUP-006,Adler Metals,Germany,Raw Materials,Aluminium Sheet (per ton),Manufacturing,2688.31,6,16129.86,Net 45,True,False
PO-2023-00099,2023-01-06,2023-01-13,2023-01-13,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Corporate,776.86,27,20975.22,Net 60,True,False
PO-2023-00012,2023-01-06,2023-02-09,2023-02-20,SUP-008,Fujikawa Resources,Japan,Raw Materials,Copper Wire Rod (per ton),Corporate,7328.91,1,7328.91,Net 30,True,False
PO-2023-00739,2023-01-06,2023-01-28,2023-01-28,SUP-072,Krakow Office Products,Poland,Office Supplies,Copy Paper (per case),Retail Operations,33.48,50,1674.0,Net 30,True,False
PO-2023-00740,2023-01-06,2023-01-26,2023-01-26,SUP-072,Krakow Office Products,Poland,Office Supplies,Copy Paper (per case),Manufacturing,36.35,55,1999.25,Net 15,True,False
PO-2023-00481,2023-01-06,2023-01-28,2023-01-30,SUP-038,Bergmann MRO Services,Germany,MRO,Safety Gloves (per 100),Retail Operations,100.27,23,2306.21,Net 30,True,False
PO-2023-00118,2023-01-06,2023-02-06,2023-02-06,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Retail Operations,758.48,31,23512.88,Net 30,True,False
PO-2023-00491,2023-01-07,2023-01-25,2023-01-25,SUP-044,Mekong Maintenance Co,Vietnam,MRO,Conveyor Belt Section,Corporate,477.68,8,3821.44,Net 15,True,False
PO-2023-00093,2023-01-07,2023-01-25,2023-01-25,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),Field Services,1104.91,16,17678.56,Net 30,True,False
PO-2023-00877,2023-01-07,2023-01-31,2023-01-31,SUP-099,Taegu Consulting,South Korea,Professional Services,Training Programme,Retail Operations,4224.93,2,8449.86,Net 60,True,False
PO-2023-00303,2023-01-07,2023-01-13,2023-01-13,SUP-033,Busan Components,South Korea,Electronics,PCB Assembly A-11,Field Services,40.93,262,10723.66,Net 30,False,False
PO-2023-00906,2023-01-07,2023-01-16,2023-01-16,SUP-097,Azteca Advisory,Mexico,Professional Services,Legal Advisory (retainer),Corporate,8416.97,1,8416.97,Net 30,True,False
PO-2023-00773,2023-01-07,2023-01-23,2023-01-24,SUP-083,Krakow Chemicals,Poland,Chemicals,Industrial Solvent (drum),Corporate,385.12,21,8087.52,Net 30,True,False
PO-2023-00309,2023-01-07,2023-01-12,2023-01-12,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,R&D,24.97,374,9338.78,Net 30,True,False
PO-2023-00156,2023-01-07,2023-02-08,2023-02-08,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Manufacturing,639.89,14,8958.46,Net 30,True,False
PO-2023-00641,2023-01-07,2023-01-28,2023-01-28,SUP-061,Shenzhou IT Solutions,China,IT Services,"SaaS Licences (per seat, annual)",R&D,390.98,15,5864.7,Net 15,True,False
PO-2023-00489,2023-01-07,2023-01-26,2023-02-06,SUP-046,Thames Industrial Supply,UK,MRO,Safety Gloves (per 100),Retail Operations,76.31,29,2212.99,Net 30,True,False
PO-2023-00553,2023-01-07,2023-02-10,2023-02-10,SUP-051,Shenzhou Transport,China,Logistics,Ocean Container (40ft),Retail Operations,3079.61,1,3079.61,Net 30,True,False
PO-2023-00831,2023-01-07,2023-01-18,2023-01-18,SUP-081,Redwood Specialty Chem,USA,Chemicals,Adhesive Compound (drum),R&D,518.01,5,2590.05,Net 45,True,False
PO-2023-00037,2023-01-07,2023-02-10,2023-02-10,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),Retail Operations,2255.34,12,27064.08,Net 45,True,False
PO-2023-00833,2023-01-07,2023-01-12,2023-01-14,SUP-087,Jade Harbor Specialty Chem,China,Chemicals,Coating Resin (drum),R&D,661.73,8,5293.84,Net 30,False,False
PO-2023-00497,2023-01-07,2023-01-16,2023-01-16,SUP-044,Mekong Maintenance Co,Vietnam,MRO,Hydraulic Fluid (drum),Corporate,211.67,7,1481.69,Net 30,True,False
PO-2023-00068,2023-01-07,2023-01-31,2023-01-31,SUP-006,Adler Metals,Germany,Raw Materials,Polypropylene Resin (per ton),R&D,1186.75,6,7120.5,Net 45,True,False
PO-2023-00101,2023-01-07,2023-02-02,2023-02-02,SUP-010,Pacific Rim Materials,China,Raw Materials,Rubber Compound (per ton),Retail Operations,1730.92,9,15578.28,Net 30,True,False
PO-2023-00372,2023-01-07,2023-01-13,2023-01-13,SUP-035,Pacific Rim Semitech,China,Electronics,Power Supply Unit 450W,Manufacturing,62.31,164,10218.84,Net 60,True,False
PO-2023-00141,2023-01-07,2023-01-14,2023-01-14,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),Retail Operations,1113.02,15,16695.3,Net 60,True,False
PO-2023-00117,2023-01-07,2023-02-07,2023-02-07,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Corporate,741.91,43,31902.13,Net 45,True,False
PO-2023-00510,2023-01-07,2023-02-08,2023-02-09,SUP-038,Bergmann MRO Services,Germany,MRO,Industrial Bearings,Corporate,37.1,132,4897.2,Net 30,True,False
PO-2023-00537,2023-01-07,2023-01-17,2023-01-17,SUP-050,Redwood Freight,USA,Logistics,LTL Freight (per shipment),Field Services,410.85,11,4519.35,Net 30,True,False
PO-2023-00017,2023-01-08,2023-02-06,2023-02-06,SUP-009,Schwarzwald Metals,Germany,Raw Materials,Copper Wire Rod (per ton),Corporate,8339.11,2,16678.22,Net 15,True,False
PO-2023-00634,2023-01-08,2023-01-26,2023-01-26,SUP-059,Azteca Technologies,Mexico,IT Services,Cloud Hosting (monthly block),Field Services,4174.71,1,4174.71,Net 30,True,False
PO-2023-00259,2023-01-08,2023-02-02,2023-02-02,SUP-021,Frontier Pack Solutions,USA,Packaging,Stretch Film Rolls,Retail Operations,36.08,81,2922.48,Net 15,True,False
PO-2023-00888,2023-01-08,2023-02-05,2023-02-05,SUP-102,Frontier Consulting,USA,Professional Services,Training Programme,Field Services,3335.4,2,6670.8,Net 60,False,False
PO-2023-00264,2023-01-08,2023-01-19,2023-01-22,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,R&D,26.94,32,862.08,Net 45,True,False
PO-2023-00253,2023-01-08,2023-02-03,2023-02-03,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Corporate,15.86,94,1490.84,Net 60,True,False
PO-2023-00287,2023-01-08,2023-02-09,2023-02-09,SUP-036,Golden Dragon Components,China,Electronics,Sensor Module SM-3,R&D,23.5,533,12525.5,Net 60,False,False
PO-2023-00276,2023-01-08,2023-02-09,2023-02-09,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Retail Operations,50.33,444,22346.52,Net 60,True,False
PO-2023-00728,2023-01-08,2023-02-05,2023-02-05,SUP-069,Apex Supplies Co,USA,Office Supplies,Toner Cartridges,Corporate,69.97,7,489.79,Net 60,True,False
PO-2023-00611,2023-01-08,2023-02-06,2023-02-07,SUP-051,Shenzhou Transport,China,Logistics,Air Freight (per 100kg),R&D,613.7,6,3682.2,Net 45,True,False
PO-2023-00007,2023-01-08,2023-01-14,2023-01-14,SUP-009,Schwarzwald Metals,Germany,Raw Materials,Rubber Compound (per ton),Retail Operations,1435.11,11,15786.21,Net 60,True,False
PO-2023-00823,2023-01-08,2023-01-31,2023-01-31,SUP-083,Krakow Chemicals,Poland,Chemicals,Cleaning Agent (drum),Manufacturing,208.03,28,5824.84,Net 30,True,False
PO-2023-00828,2023-01-08,2023-02-05,2023-02-09,SUP-083,Krakow Chemicals,Poland,Chemicals,Industrial Solvent (drum),Corporate,372.13,10,3721.3,Net 60,True,False
PO-2023-00400,2023-01-08,2023-01-21,2023-01-21,SUP-038,Bergmann MRO Services,Germany,MRO,Machine Lubricant (drum),Field Services,178.12,12,2137.44,Net 45,True,False
PO-2023-00500,2023-01-08,2023-01-22,2023-01-22,SUP-040,Ganga MRO Services,India,MRO,Hydraulic Fluid (drum),Corporate,223.53,12,2682.36,Net 60,False,False
PO-2023-00381,2023-01-08,2023-01-14,2023-01-14,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,R&D,21.64,378,8179.92,Net 45,True,False
PO-2023-00619,2023-01-08,2023-02-11,2023-02-11,SUP-061,Shenzhou IT Solutions,China,IT Services,Cybersecurity Audit,R&D,8727.26,1,8727.26,Net 15,True,False
PO-2023-00846,2023-01-08,2023-01-24,2023-01-24,SUP-081,Redwood Specialty Chem,USA,Chemicals,Catalyst Powder (per 25kg),Field Services,783.3,5,3916.5,Net 30,True,False
PO-2023-00522,2023-01-08,2023-01-14,2023-01-14,SUP-051,Shenzhou Transport,China,Logistics,FTL Freight (per load),R&D,1889.29,1,1889.29,Net 60,True,False
PO-2023-00348,2023-01-08,2023-01-21,2023-01-21,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Retail Operations,7.69,1787,13742.03,Net 45,True,False
PO-2023-00339,2023-01-08,2023-02-07,2023-02-07,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,Corporate,67.16,199,13364.84,Net 45,True,False
PO-2023-00563,2023-01-08,2023-02-01,2023-02-01,SUP-051,Shenzhou Transport,China,Logistics,Ocean Container (40ft),Field Services,2979.87,2,5959.74,Net 60,False,False
PO-2023-00811,2023-01-08,2023-01-20,2023-01-20,SUP-093,Albion Chem Industries,UK,Chemicals,Coating Resin (drum),R&D,615.05,1,615.05,Net 45,False,False
PO-2023-00251,2023-01-08,2023-01-23,2023-01-23,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Corporate,15.02,219,3289.38,Net 60,True,False
PO-2023-00511,2023-01-08,2023-01-26,2023-01-26,SUP-038,Bergmann MRO Services,Germany,MRO,Safety Gloves (per 100),R&D,104.05,10,1040.5,Net 45,True,False
PO-2023-00582,2023-01-08,2023-01-14,2023-01-14,SUP-047,Sierra Transport,Mexico,Logistics,Last-Mile Delivery Batch,Corporate,274.75,11,3022.25,Net 45,True,False
PO-2023-00066,2023-01-08,2023-01-17,2023-01-17,SUP-006,Adler Metals,Germany,Raw Materials,Aluminium Sheet (per ton),Corporate,2565.0,4,10260.0,Net 30,True,False
PO-2023-00136,2023-01-08,2023-02-07,2023-02-07,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),Manufacturing,2412.89,9,21716.01,Net 30,True,False
PO-2023-00119,2023-01-08,2023-01-22,2023-01-22,SUP-002,Taegu Alloys,South Korea,Raw Materials,Copper Wire Rod (per ton),R&D,8519.14,2,17038.28,Net 45,True,False
PO-2023-00485,2023-01-09,2023-01-22,2023-01-22,SUP-038,Bergmann MRO Services,Germany,MRO,Hydraulic Fluid (drum),Corporate,233.43,15,3501.45,Net 45,True,False
PO-2023-00874,2023-01-09,2023-01-20,2023-01-20,SUP-095,Busan Machinery,South Korea,Machinery,CNC Spare Parts Kit,Manufacturing,3585.1,1,3585.1,Net 30,True,False
PO-2023-00405,2023-01-09,2023-01-17,2023-01-17,SUP-038,Bergmann MRO Services,Germany,MRO,Conveyor Belt Section,Manufacturing,510.8,4,2043.2,Net 30,True,False
PO-2023-00933,2023-01-09,2023-02-01,2023-02-01,SUP-102,Frontier Consulting,USA,Professional Services,Market Research Study,Field Services,10037.95,1,10037.95,Net 45,True,False
PO-2023-00233,2023-01-09,2023-02-03,2023-02-03,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,Retail Operations,30.04,83,2493.32,Net 30,False,False
PO-2023-00201,2023-01-09,2023-01-19,2023-01-19,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Field Services,656.78,4,2627.12,Net 30,True,False
PO-2023-00079,2023-01-09,2023-01-26,2023-01-26,SUP-001,Jade Harbor Materials,China,Raw Materials,Polypropylene Resin (per ton),Retail Operations,1089.15,6,6534.9,Net 30,True,False
PO-2023-00858,2023-01-09,2023-01-24,2023-01-24,SUP-095,Busan Machinery,South Korea,Machinery,CNC Spare Parts Kit,R&D,3818.78,2,7637.56,Net 30,False,False
PO-2023-00722,2023-01-09,2023-01-31,2023-01-31,SUP-079,Great Wall Workplace,China,Office Supplies,Office Chairs,Retail Operations,160.38,4,641.52,Net 30,True,True
PO-2023-00365,2023-01-09,2023-01-22,2023-01-22,SUP-024,Sterling Components,USA,Electronics,Power Supply Unit 450W,R&D,64.36,179,11520.44,Net 30,True,False
PO-2023-00736,2023-01-09,2023-02-04,2023-02-05,SUP-072,Krakow Office Products,Poland,Office Supplies,Stationery Kit,R&D,19.63,57,1118.91,Net 45,True,False
PO-2023-00775,2023-01-09,2023-01-17,2023-01-17,SUP-082,Himalaya Chemicals,India,Chemicals,Adhesive Compound (drum),Retail Operations,492.36,10,4923.6,Net 15,True,False
PO-2023-00928,2023-01-09,2023-01-14,2023-01-14,SUP-097,Azteca Advisory,Mexico,Professional Services,Training Programme,Manufacturing,3861.53,2,7723.06,Net 45,True,False
PO-2023-00791,2023-01-09,2023-01-21,2023-01-21,SUP-081,Redwood Specialty Chem,USA,Chemicals,Cleaning Agent (drum),Retail Operations,171.3,20,3426.0,Net 60,True,False
PO-2023-00009,2023-01-09,2023-02-03,2023-02-03,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Corporate,1585.17,8,12681.36,Net 30,True,False
PO-2023-00822,2023-01-09,2023-01-19,2023-01-19,SUP-083,Krakow Chemicals,Poland,Chemicals,Cleaning Agent (drum),Manufacturing,206.05,21,4327.05,Net 30,True,False
PO-2023-00834,2023-01-09,2023-02-11,2023-02-15,SUP-087,Jade Harbor Specialty Chem,China,Chemicals,Coating Resin (drum),Field Services,621.03,13,8073.39,Net 45,True,False
PO-2023-00420,2023-01-09,2023-01-14,2023-01-14,SUP-043,Great Wall Maintenance Co,China,MRO,Safety Gloves (per 100),Manufacturing,105.05,29,3046.45,Net 30,True,False
PO-2023-00427,2023-01-09,2023-01-29,2023-01-29,SUP-045,Thames MRO Services,UK,MRO,Safety Gloves (per 100),R&D,88.53,13,1150.89,Net 60,False,False
PO-2023-00665,2023-01-09,2023-01-26,2023-01-26,SUP-059,Azteca Technologies,Mexico,IT Services,Cloud Hosting (monthly block),Field Services,4819.84,1,4819.84,Net 15,True,False
